id,lesson_id,kanji,hiragana,translation,example_ja,example_mn,order_number,created_at,updated_at,chapter_id
1dda0fa4-af78-43d3-be67-bf006cb0066d,7bd4737a-5a98-4dc3-ac6b-ea493cfc2326,強行＜する＞,きょうこう＜する＞,Албадчих,A国はB国への軍事介入を強行した。,А улс В улс руух цэргийн оролцоог албадсан.,17,2025-03-23 12:22:30.257607+00,2025-03-23 12:22:30.257607+00,
1de80634-a8d2-48c8-9061-622e96bc2cfc,8a175244-3aa1-4ead-9b92-7c11b7210da9,努めて,つとめて,Чадлаараа,風邪気味だが、努めて元気に見せている。,Ханиадтай ч гэсэн чадлаараа эрч хүчтэй харагдана.,13,2025-03-23 13:28:07.533716+00,2025-03-23 13:28:07.533716+00,
1df3c116-c390-4f63-8f9b-68df150069f7,1481d919-d023-47b7-91c7-baab70e068a2,好ましい,このましい,Сайн,両国の関係は、年々好ましくなっている。,Хоёр улсын харилцаа жил бүр сайжирдаг.,6,2025-03-23 12:20:44.073715+00,2025-03-23 12:20:44.073715+00,
1df72e25-706c-46ce-9ad0-10132dac48bf,769d63cb-e4d5-47d2-9b96-f23c4935414c,負かす,まかす,Ялах,ライバルを負かして優勝した。,Өрсөлдөгчөө ялж тэмцээнд түрүүлсэн.,5,2025-03-23 11:58:55.6352+00,2025-03-23 11:58:55.6352+00,
1e30f619-6fe3-4ccb-acbf-9893211ee634,1c8d4a95-c085-4a98-ae47-fbd7adec52a9,着手＜する＞,ちゃくしゅ＜する＞,Эхлэх,工事がいつ着手されるかは、まだ決まっていない。,Барилгын ажил хэзээ эхлэх нь хараахан шийдэгдээгүй байна.,12,2025-03-23 11:27:48.36573+00,2025-03-23 11:27:48.36573+00,
1e34e171-1e4e-4833-b69a-7f8581cebe1f,aeee3dfc-51e4-4f32-976d-a9975373b4c8,そもそも,そもそも,"Анхнаасаа, эхнээсээ",また友達とけんかした。そもそも彼の一言が原因だ。,Дахин найзтайгаа маргалдлаа. Эхнээсээ түүний нэг үг л шалтгаан байв.,24,2025-03-23 09:55:33.611892+00,2025-03-23 09:55:33.611892+00,
1e366f23-4cf8-4bdc-abdf-5070cbf827a8,c1d09a3c-6194-4004-86c1-78cc2fe5bf87,見苦しい,みぐるしい,Муухай,彼の潔よくない態度は、とても見苦しい。,Түүний шулуун бус төлөв маш муухай байна.,2,2025-03-23 13:21:29.356422+00,2025-03-23 13:21:29.356422+00,
1e3d1539-2ac6-44f4-addb-582032cfc137,7cedd71f-b5a0-426b-88fb-94bc7ade6185,もうろうと＜する＞,もうろうと,Бүдэг болчих,時折、意識がもうろうとなる。,Заримдаа ухамсар бүдэг болдог.,10,2025-03-23 11:46:22.462742+00,2025-03-23 11:46:22.462742+00,
1e44e452-2860-4dd5-969a-24413afb709b,aeee3dfc-51e4-4f32-976d-a9975373b4c8,あえて,あえて,Зориглож хийх,友達だからこそ、あえて厳しい忠告もする。,Яг найз учраас зоригтойгоор хатуу зөвлөгөө өгдөг.,16,2025-03-23 09:55:33.611892+00,2025-03-23 09:55:33.611892+00,
1ea4e49e-9674-4bfc-8a06-f43a9b3fb959,b7064eea-e73c-4045-aea3-b08ac5c63ab9,心苦しい,こころぐるしい,Гэдэслэг,何から何まで面倒を見ていただいて心苦しい。,Бүх зүйлд тусалсан нь гэдэслэг байна.,7,2025-03-23 13:11:13.437276+00,2025-03-23 13:11:13.437276+00,
1ea5e48c-76d5-42f9-b687-71971d4d900c,d25341cc-5fe1-409d-a8d8-ce6f208ed70c,猫に小判,ねこにこばん,Чихэнд тоглоом,そんな高価な物彼女に贈っても猫に小判だ。,Тийм үнэтэй зүйлийг тэрэнд бэлэглэхэд чихэнд тоглоом юм.,11,2025-03-23 13:45:21.794853+00,2025-03-23 13:45:21.794853+00,
1eb2d360-50f2-43cd-bb5a-1ec43fcb47d8,e8c85cc1-45c6-45de-90f5-fbdabc368845,民族,みんぞく,Ястан,100を超える民族が住む国もある。,100 гаруй ястныг хамарсан улс ч бий.,5,2025-03-23 12:17:00.045042+00,2025-03-23 12:17:00.045042+00,
1eff4474-4f89-4e3b-a94c-2e9aac73f125,87aebbb4-3e07-475e-aba8-14158d4e23f6,協議＜する＞,きょうぎ＜する＞,Хэлэлцэх,各国のトップが集まり、環境改善の対策を協議する。,"Улс орны тэргүүнүүд цуглаж, байгаль орчны сайжруулалтын арга хэмжээг хэлэлцдэг.",9,2025-03-23 12:31:44.854307+00,2025-03-23 12:31:44.854307+00,
1f0a49e6-1fd7-4f44-a3a7-8f8578a1d554,4c6976ef-bf52-4175-be01-67b81adcf92c,制作＜する＞,せいさく＜する＞,Бүтээчих,大学の美術学部で絵画を制作する。,Их сургуулийн урлагийн тэнхимд зураг бүтээдэг.,1,2025-03-23 13:34:19.234128+00,2025-03-23 13:34:19.234128+00,
1f0ad1c1-70e0-480e-88c6-fb1b1418a75a,6af3460a-ba4b-4d4a-a9ce-7813bfd9522f,頻度,ひんど,Давтамж,週に2、3回の頻度でジョギングをしている。,"Долоо хоногт 2, 3 удаагийн давтамжтай гүйдэг.",23,2025-03-23 11:43:55.639928+00,2025-03-23 11:43:55.639928+00,
1f4fcb4a-0781-419a-a15b-c1b84489654a,39a88a52-dbd8-4d8a-a383-76050eb7f9e6,貧血,ひんけつ,Цус багадалт,仕事中に貧血で気分が悪くなった。,Ажлын дунд цус багадалтаас болж муухай болсон.,7,2025-03-23 11:48:21.587158+00,2025-03-23 11:48:21.587158+00,
1f7eac29-c678-48fa-9745-0b966efcf243,c1d09a3c-6194-4004-86c1-78cc2fe5bf87,ヤバい,やばい,Муухай,今回のテストの点数はヤバい。どうしよう。,Эндэх шалгалтын оноо муухай байна. Яах вэ?,25,2025-03-23 13:21:29.356422+00,2025-03-23 13:21:29.356422+00,
1f8ba011-bc0e-40de-8249-b2232c20540e,e8c85cc1-45c6-45de-90f5-fbdabc368845,動向,どうこう,Чиг хандлага,A国はB国の動向を常に探さぐっている。,А улс В улсын чиг хандлагыг тогтмол судалдаг.,27,2025-03-23 12:17:00.045042+00,2025-03-23 12:17:00.045042+00,
1f8df104-b79b-4d0e-ad51-42b136d52b42,fb083c92-a992-4318-b09f-7d5fc9aabcc9,延々[と],えんえん[と],Тасралтгүй,渋滞の列が延々と続いている。,Түгжрэлийн дараалал тасралтгүй үргэлжилнэ.,22,2025-03-23 11:32:47.1792+00,2025-03-23 11:32:47.1792+00,
1f8fc135-7381-4937-9bce-abbd9fe73d78,0095b87b-d0d8-4b53-9c74-cd8fa00c23f4,喜ばしい,よろこばしい,Баяртай,家族みんなが集まれたのは、とても喜ばしい。,Гэр бүлээрээ цугларсан нь маш баяртай байна.,5,2025-03-23 13:09:04.530579+00,2025-03-23 13:09:04.530579+00,
1fa18d3a-a2d1-436f-8fbf-9c8cba3a2cc0,769d63cb-e4d5-47d2-9b96-f23c4935414c,屋内,おくない,Дотор,大雨のため、今日の試合は屋内で行われた。,Том борооноос тоглолтыг дотор явуулсан.,25,2025-03-23 11:58:55.6352+00,2025-03-23 11:58:55.6352+00,
1fc8cdb7-e792-4ce4-a22f-c86689c3204a,345e526a-49f0-4d8f-b6b8-8bb2f8e71fd3,発覚する,はっかくする,"Илрэх, илчлэх",浮気が発覚したら、すぐに彼と別れるつもりだ。,Урвалт илрэх юм бол тэр дороо сална.,29,2025-03-23 10:05:40.668138+00,2025-03-23 10:05:40.668138+00,
1fddf6bf-332a-4d75-a9d5-756a7fee20b7,dbae3d05-1eff-47c3-baa8-97736b2e721f,とかく,とかく,Тиймээс,日本人は海外でも、とかく日本人同士で集まりがちだ。,Япончууд гадаадад ч тиймээс япончуудтай цугладаг хандлагатай.,10,2025-03-23 13:31:01.354096+00,2025-03-23 13:31:01.354096+00,
2026e1d4-2675-4925-b9e4-45217cc8ac56,83e2344e-9b51-4b11-9e6b-7b3f75843afc,パール,ぱーる,Сувд,大粒のパールはシンプルな服によく映える。,Том сувд энгийн хувцсанд сайн тодордог.,28,2025-03-23 12:00:54.877182+00,2025-03-23 12:00:54.877182+00,
203f168d-a7fa-4cbe-aeab-80883572c9a3,c9e33762-64df-49f0-a95e-ba73bf8d089e,有益な,ゆうえきな,Ашигтай,専門家が国の経済に有益な対策を検討する。,Мэргэжилтнүүд улсын эдийн засагт ашигтай арга хэмжээг судалдаг.,27,2025-03-23 13:03:00.253334+00,2025-03-23 13:03:00.253334+00,
209518e8-22b1-4bf3-9451-7d6548cf8e8d,345e526a-49f0-4d8f-b6b8-8bb2f8e71fd3,直感,ちょっかん,Зөн совин,初めて会ったときに、結婚すると直感した。,Анх уулзахдаа гэрлэнэ гэж зөнгөөрөө мэдэрсэн.,11,2025-03-23 10:05:30.656538+00,2025-03-23 10:05:30.656538+00,
20a7f040-1728-4c9a-9576-5c2f896c0c5c,7b5f158e-136b-4312-a9ec-8ee4afedad00,ひしひし[と],ひしひし[と],Гүнзгий,彼女は何も言わないが、その悲しみがひしひし伝わってくる。,Тэр юуг ч хэлдэггүй ч түүний гуниг гүнзгий мэдрэгддэг.,5,2025-03-23 13:24:14.953392+00,2025-03-23 13:24:14.953392+00,
20a965e0-2701-4f7c-9a65-006fd07abc07,84854668-fa0a-46bd-a920-cc0733ca5ada,暑苦しい,あつくるしい,Халуун халуун,先週から湿度が高く、暑苦しい日が続いている。,"Өнгөрсөн долоо хоногоос чийгшил өндөр, халуун халуун өдрүүд үргэлжилж байна.",15,2025-03-23 12:25:12.738367+00,2025-03-23 12:25:12.738367+00,
20ba6ead-d85e-46f2-b009-4f44a1a9c571,c7d8e073-cbf4-4c39-b2c0-8d23834be7c0,引き下がる,ひきさがる,Буулт хийчих,先輩と意見が対立しても、簡単には引き下がれない。,Ахмадтай санал зөрөлдсөн ч амархан буулт хийж болохгүй.,29,2025-03-23 11:23:47.843137+00,2025-03-23 11:23:47.843137+00,
20c2b594-2638-4672-8561-e856e3237cbd,85a7e180-d44e-45d7-8a11-f1f9a5ecdd70,手近＜な＞,てぢか＜な＞,"Гарт ойр, танил",今日は買い物に行けないので、手近物で料理した。,Өнөөдөр дэлгүүр явж чадахгүй болохоор гарт байгаа юмаар хоол хийсэн.,18,2025-03-23 10:22:51.325631+00,2025-03-23 10:22:51.325631+00,
20df3f7a-5614-4859-93db-4b45663a8570,7c8c7280-bf94-4791-9b23-5f8305438541,付き添う,つきそう,Дагчих,母が入院している間、ずっと付き添った。,Ээж эмнэлэгт хэвтэх хугацаанд тасралтгүй дагасан.,21,2025-03-23 11:51:19.35321+00,2025-03-23 11:51:19.35321+00,
21116886-74fb-4753-8846-6a164c123235,8a175244-3aa1-4ead-9b92-7c11b7210da9,とうてい[〜ない],とうてい,Төгс [биш],A社の条件は、とうてい了承できない。,А компанийн нөхцөл төгс зөвшөөрөгдөхгүй.,10,2025-03-23 13:28:07.533716+00,2025-03-23 13:28:07.533716+00,
212348bd-0ee3-456e-9ee2-fa4c2701da1b,847e291d-af07-464d-9d15-955823d5030c,打ち上げ,うちあげ,Тэмдэглэх,プロジェクトが無事に終わり、打ち上げをした。,Төсөл амжилттай дууссаныг тэмдэглэсэн.,35,2025-03-23 11:19:28.540937+00,2025-03-23 11:19:28.540937+00,
212a199c-60ad-4933-b657-7afda526a2d0,8a175244-3aa1-4ead-9b92-7c11b7210da9,切に,せつに,Чин,皆様のご成功を、切にお祈りいたします。,Та бүгдийн амжилтыг чин хүсдэг.,16,2025-03-23 13:28:07.533716+00,2025-03-23 13:28:07.533716+00,
212f9b81-3d24-4d32-b62d-4ae5c7d419bd,672afe3a-cad9-4b2d-975e-0b4f4774ffbe,直訳＜する＞,ちょくやく＜する＞,Шууд орчуулчих,海外の本は直訳の方が作者の意図が伝わる。,Гадаадын номыг шууд орчуулвал зохиогчийн санаа илүү тодорхой болдог.,26,2025-03-23 12:05:54.682445+00,2025-03-23 12:05:54.682445+00,
21724787-5e30-4c32-a825-468dc70db851,ed3b96e2-5464-466d-ad47-b1c0a4582140,朽ちる,くちる,Ялзрах,大きな木が100年間風雨にさらされて朽ち果てた。,"Том мод 100 жил бороо, салхинд ил байж ялзарсан.",12,2025-03-23 12:35:03.498765+00,2025-03-23 12:35:03.498765+00,
2178d7de-f3ee-48bd-88cf-559a1f9c775d,847e291d-af07-464d-9d15-955823d5030c,打ち込む,うちこむ,Төвлөрчих/Шидчих,①時間を忘れて、仕事に打ち込む。②相手のコートに思いきりボールを打ち込んだ。,①Цагийг мартан ажилдаа төвлөрнө. ②Өрсөлдөгчийн талбайд бөмбөгийг хүчтэй шидсэн.,4,2025-03-23 11:19:28.540937+00,2025-03-23 11:19:28.540937+00,
218e143c-c420-4982-b7e7-31733e45aba6,90f84c4e-98ee-41fd-9cce-f7577115dae3,起こす,おこす,①Сэрээх ②Бий болгох ③Эхлэх ④Хөдөлгөх,①毎朝7時に子供を起こす。②知り合いが交通事故を起こした。③弟もやっとやる気を起こした。④社会のために行動を起こそう。,①Өглөө бүр 7 цагт хүүхдийг сэрээдэг. ②Танил хүн тээврийн осол бий болгосон. ③Дүү маань эцэстээ урам эхэлсэн. ④Нийгмийн төлөө үйлдэл хөдөлгөе.,1,2025-03-23 13:59:57.189217+00,2025-03-23 13:59:57.189217+00,
21a1a459-5e4c-4b79-88a3-f0a2dae839f9,4e8e7273-45f5-4feb-81ea-964572739464,断つ,たつ,Таслах,入試に合格できるまで、ケーキを断つことにした。,Орох шалгалтаа тэнцтэл торт тасалъя гэж шийдсэн.,3,2025-03-23 13:37:05.21592+00,2025-03-23 13:37:05.21592+00,
22218054-b450-4e2d-ae82-7a3803d24df8,7c8c7280-bf94-4791-9b23-5f8305438541,奇跡的な,きせきてきな,Гайхамшигтай,奇跡的に全快し、退院することができた。,Гайхамшигтайгаар бүрэн эдгэрч эмнэлгээс гарсан.,28,2025-03-23 11:51:19.35321+00,2025-03-23 11:51:19.35321+00,
2222c7da-8e93-47df-81d2-779c244933c6,d8d1f48a-ddfe-4859-ab3b-6ead894c1fb5,見なす,みなす,Гэж үзэх,理由なく30分以上遅刻した場合は欠席と見なす。,Ямар ч шалтгаангүйгээр 30 минутаас дээш хоцорвол тасалсан гэж үздэг.,6,2025-03-23 10:56:19.484446+00,2025-03-23 10:56:19.484446+00,
222d6515-927b-4052-9167-9d3b098b5480,c7d8e073-cbf4-4c39-b2c0-8d23834be7c0,ぞんざいな,ぞんざいな,Бүдүүлэг,仕事でぞんざいな言葉を使うものではない。,Ажил дээр бүдүүлэг үг хэрэглэж болохгүй.,21,2025-03-23 11:23:47.843137+00,2025-03-23 11:23:47.843137+00,
22442866-74ff-4423-96c3-f23b0c2532da,0095b87b-d0d8-4b53-9c74-cd8fa00c23f4,乗り気＜な＞,のりき＜な＞,Хүсэлтэй,友達はこのビジネスプランに乗り気だ。,Найз маань энэ бизнесийн төлөвлөгөөнд хүсэлтэй байна.,16,2025-03-23 13:09:04.530579+00,2025-03-23 13:09:04.530579+00,
226797a6-bd50-47b4-8e82-ee359bb9e7c1,9d446a74-9bcc-46bc-8621-2d54ec6086af,時折,ときおり,"Заримдаа, хааяа",大学時代の友人が時折訪ねてくる。,Их сургуулийн үеийн найз заримдаа ирдэг.,35,2025-03-23 10:27:46.377963+00,2025-03-23 10:27:46.377963+00,
2287b9cc-0ece-400f-a723-e9774f9956d3,e76c3aa9-5fb1-42d1-8ec3-f2f6fdda54cb,アップ＜する＞,あっぷ＜する＞,Татаж оруулах,スマホで毎日ブログをアップしている。,Ухаантай утсаар өдөр бүр блогоо татаж оруулдаг.,5,2025-03-23 11:08:18.932918+00,2025-03-23 11:08:18.932918+00,
22a08774-d15f-467c-91b6-87ac94136e09,7c8c7280-bf94-4791-9b23-5f8305438541,カルテ,かるて,Эмнэлгийн бүртгэл,カルテに症状が詳しく記入されている。,Эмнэлгийн бүртгэлд шинж тэмдгийг нарийвчлан бичсэн байна.,14,2025-03-23 11:51:19.35321+00,2025-03-23 11:51:19.35321+00,
22a093a2-4dfd-4a05-8d95-2548ccd81595,d67a43fd-ac8e-42a1-82f8-9f78e3bf5898,詐欺,さぎ,Залилан,お年寄りをターゲットにした詐欺が急増している。,Хөгшчүүдийг онилсон залилан хурдацтай өсж байна.,23,2025-03-23 12:53:46.814815+00,2025-03-23 12:53:46.814815+00,
22b1c444-f3d6-4df7-9935-c87c6f51fb65,0502202f-9c7d-4968-8bce-838fc9e4fa7a,とどめる,とどめる,Хадгалах,たくさんの思い出を記憶にとどめたい。,Олон дурсамжийг тогтоомждоо хадгалмаар байна.,16,2025-03-23 12:14:13.878124+00,2025-03-23 12:14:13.878124+00,
22ffd459-a1eb-4978-ac5c-eedda2a1fd6f,83e2344e-9b51-4b11-9e6b-7b3f75843afc,重宝＜な / する＞,ちょうほう＜な / する＞,Тохиромжтой,シックなジャケットが1枚あると重宝する。,Загварлаг хүрэм нэг байхад тохиромжтой.,15,2025-03-23 12:00:54.877182+00,2025-03-23 12:00:54.877182+00,
231def09-2bea-4a81-af5a-8a6f3a0ebd29,ec148ee4-6891-4e4e-a7fc-fc662d515233,なだめる,なだめる,Тайвшруулах,彼が感情的になったら、誰もなだめることはできない。,Тэр сэтгэл хөдлөлд автчихвал хэн ч тайвшруулж чадахгүй.,18,2025-03-23 10:18:03.480512+00,2025-03-23 10:18:03.480512+00,
23505276-8999-4bf5-873e-6994436aaef3,ec148ee4-6891-4e4e-a7fc-fc662d515233,怒り,いかり,Уур хилэн,優しい友人が珍しく怒りを顔に出した。,Миний эелдэг найз ховорхон уурласан царай гаргасан.,14,2025-03-23 10:18:03.480512+00,2025-03-23 10:18:03.480512+00,
2363fcf8-cffc-427d-9a8f-996f76014577,672afe3a-cad9-4b2d-975e-0b4f4774ffbe,マニア,まにあ,Фанат,この雑誌はイベントでマニアに売っている。,Эндэх сэтгүүл тоглолт дээр фанатуудад зарагддаг.,9,2025-03-23 12:05:54.682445+00,2025-03-23 12:05:54.682445+00,
23718a8c-6d4a-4c3e-a44c-659071cf6bfc,6af3460a-ba4b-4d4a-a9ce-7813bfd9522f,長寿,ちょうじゅ,Урт нас,私の家族は長寿の家系だ。,Миний гэр бүл урт насны угсаатай.,18,2025-03-23 11:43:55.639928+00,2025-03-23 11:43:55.639928+00,
23737907-fb96-4eda-8125-b074049747e2,345e526a-49f0-4d8f-b6b8-8bb2f8e71fd3,赤らめる,あからめる,"Улайх, нүүр улайх",彼女のことを見つめたら、頬を赤らめて微笑んだ。,"Түүнийг ширтэхэд, хацраа улайлгаад инээмсэглэсэн.",9,2025-03-23 10:05:30.656538+00,2025-03-23 10:05:30.656538+00,
239555bb-7bbd-4a91-b0c9-c736441fce19,9d446a74-9bcc-46bc-8621-2d54ec6086af,目覚める,めざめる,Сэрэх/Сонирхох,①平日も休日も6時には目覚める。②最近、政治に目覚めた。,"①Ажлын өдөр ч, амралтын өдөр ч 6 цагт сэрдэг. ②Сүүлийн үед улс төр сонирхож эхэлсэн.",3,2025-03-23 10:26:08.420577+00,2025-03-23 10:26:08.420577+00,
23a1093e-fa38-43a6-831b-a6c12aec9f16,d67a43fd-ac8e-42a1-82f8-9f78e3bf5898,刑務所,けいむしょ,Хорих газар,刑期が決まると、犯人は刑務所に入ることになる。,Хорих хугацаа тогтоогдоход гэмт хэрэгтэн хорих газарт орно.,38,2025-03-23 12:53:46.814815+00,2025-03-23 12:53:46.814815+00,
23c4dfee-4e60-4b6a-bac2-be50ffbd329c,7c8c7280-bf94-4791-9b23-5f8305438541,応急,おうきゅう,Түргэн тусламж,彼は救急車が来るまで、けが人に応急手当てをした。,Тэр түргэний тэрэг ирэх хүртэл гэмтэгчид түргэн тусламж үзүүлсэн.,11,2025-03-23 11:51:19.35321+00,2025-03-23 11:51:19.35321+00,
23f2b138-5927-460a-960c-e93a26b7701d,9cebe825-a9f1-4f01-aa1f-00d8bed57075,見所,みどころ,Үзэсгэлэнтэй газар,この町は見所が多く、今人気の観光地だ。,Эндэх хот олон үзэсгэлэнтэй газартай бөгөөд одоо алдартай аялал жуулчлалын газар.,1,2025-03-23 12:10:34.87761+00,2025-03-23 12:10:34.87761+00,
23fe96f1-f8af-49d8-88e8-3a6414666956,345e526a-49f0-4d8f-b6b8-8bb2f8e71fd3,片思い,かたおもい,Нэг талын хайр,片思いのままではつらいので、告白することにした。,Нэг талын хайраар шаналж болохгүй учир илчлэхээр шийдсэн.,4,2025-03-23 10:05:30.656538+00,2025-03-23 10:05:30.656538+00,
24080784-40a4-4db7-85ca-ae2efb2cee6c,ed57b7cf-2a5b-40a7-b984-cd49624cdbf8,夜更け,よふけ,Шөнө дунд,夜更けまで、よくネットでゲームをしている。,Шөнө дунд хүртэл ихэвчлэн интернетээр тоглоом тоглодог.,9,2025-03-23 10:33:51.498933+00,2025-03-23 10:33:51.498933+00,
241c0e8d-0bbd-4ae8-a6e6-57601338c8e3,84854668-fa0a-46bd-a920-cc0733ca5ada,貯水率,ちょすいりつ,Ус хадгалах хувь,ダムの貯水率が50パーセントを下回った。,Далангийн ус хадгалах хувь 50 хувиас доошилсон.,9,2025-03-23 12:25:12.738367+00,2025-03-23 12:25:12.738367+00,
242f7869-57f6-4d75-8f66-e3983c6ab5f6,0502202f-9c7d-4968-8bce-838fc9e4fa7a,勝る,まさる,Давчих,旅に出ると、注意力より好奇心が勝る。,Аялалд явахад анхааралаас сониуч зан давдаг.,8,2025-03-23 12:14:13.878124+00,2025-03-23 12:14:13.878124+00,
242ffa1d-e0ab-4b30-9727-10f01890badf,ed3b96e2-5464-466d-ad47-b1c0a4582140,起伏,きふく,Товгор,この辺りは高低の差があまりなく、起伏がない地形だ。,"Эндэх талын өндөр нам ялгаа бага, товгоргүй газрын хэлбэр юм.",15,2025-03-23 12:35:03.498765+00,2025-03-23 12:35:03.498765+00,
2455bf35-b9ab-43e3-a0ba-0525ec456af7,c1d09a3c-6194-4004-86c1-78cc2fe5bf87,近寄りがたい,ちかよりがたい,Ойртоход хэцүү,社長は怖そうで近寄りがたい。,Ерөнхийлөгч аймшигтай мэт бөгөөд ойртоход хэцүү.,22,2025-03-23 13:21:29.356422+00,2025-03-23 13:21:29.356422+00,
245fd179-3b30-49e0-a136-c310eb95fc27,4ba4172f-b2c7-4ef0-b1ac-533d1c0db0ca,出費,しゅっぴ,"Зардал, төлбөр",今月は友人の結婚式など出費が多い。,Энэ сард найзын хурим гэх мэт зардлууд их байна.,5,2025-03-23 10:20:21.111298+00,2025-03-23 10:20:21.111298+00,
247d6264-ce38-47f1-8ec6-303b90fb8feb,c1d09a3c-6194-4004-86c1-78cc2fe5bf87,乏しい,とぼしい,Дутуу,自分の国に関する知識が乏しくて、情けない。,Өөрийн улсын тухай мэдлэг дутуу байснаас ичмээр байна.,6,2025-03-23 13:21:29.356422+00,2025-03-23 13:21:29.356422+00,
24b5e09a-b252-42c0-a37a-95404a1daf04,87ccc3d6-cdff-4e8b-8042-f75458c95583,茶会,ちゃかい,Цайны тоглолт,初めて茶会に出席する。,Анх удаа цайны тоглолтонд оролцдог.,19,2025-03-23 12:03:18.288161+00,2025-03-23 12:03:18.288161+00,
24c401d4-9ce4-4dd9-af44-626ece9d030a,d67a43fd-ac8e-42a1-82f8-9f78e3bf5898,真実,しんじつ,Үнэн,事件に関する真実が明らかになりつつある。,Хэрэгтэй холбоотой үнэн тодорхой болж байна.,16,2025-03-23 12:51:57.151027+00,2025-03-23 12:51:57.151027+00,
24d3ac04-e8ef-42b6-a097-7c10b992a60b,7c8c7280-bf94-4791-9b23-5f8305438541,肺炎,はいえん,Уушгины хатгалгаа,風邪だと思っていたが、肺炎と診断された。,Ханиад гэж бодож байсан ч уушгины хатгалгаа гэж оношлогдсон.,1,2025-03-23 11:51:19.35321+00,2025-03-23 11:51:19.35321+00,
24d59941-56e5-4f04-a207-30835c8ac8b1,0befb5b8-627d-40d9-97cf-6c784114b2b7,携わる,たずさわる,Оролцчих,福祉に携わる仕事がしたい。,Халамжийн ажилд оролцохыг хүсдэг.,16,2025-03-23 11:13:51.126635+00,2025-03-23 11:13:51.126635+00,
2509dd56-6a73-46f2-974f-3581131256cb,7c8c7280-bf94-4791-9b23-5f8305438541,告知＜する＞,こくち＜する＞,Мэдэгдэх,医師からがんの告知をされた。,Эмчээс хавдартай гэсэн мэдэгдэл авсан.,18,2025-03-23 11:51:19.35321+00,2025-03-23 11:51:19.35321+00,
2515cef8-fdc1-45c7-a70d-47272da7102d,9cebe825-a9f1-4f01-aa1f-00d8bed57075,無茶＜な＞,むちゃ＜な＞,Утгагүй,観光地を1日に10か所も回るなんて無茶だ。,1 өдөрт 10 газар тойрох гэдэг утгагүй.,25,2025-03-23 12:10:34.87761+00,2025-03-23 12:10:34.87761+00,
25271ed2-ed50-484b-b2c4-31b986f0d912,e1ac6992-1af2-4e67-8712-97e592ad7b12,物件,ぶっけん,Үл хөдлөх хөрөнгө,駅前の不動産屋で物件を探す。,Галт тэрэгний буудлын өмнөх үл хөдлөх хөрөнгийн газраас байр хайдаг.,1,2025-03-23 10:54:30.466748+00,2025-03-23 10:54:30.466748+00,
257152b3-a98b-428e-8ced-c6a41b318d26,6af3460a-ba4b-4d4a-a9ce-7813bfd9522f,芳しくない,かんばしくない,Тохиромжгүй,最近、体調があまり芳しくない。,Сүүлийн үед биеийн байдал тийм ч тохиромжтой биш байна.,16,2025-03-23 11:43:55.639928+00,2025-03-23 11:43:55.639928+00,
25ff126b-40aa-4e57-bc97-09a45394be6e,aeee3dfc-51e4-4f32-976d-a9975373b4c8,かけがえのない,,Үнэлж баршгүй,彼は私にとってかけがえのない存在だ。,Тэр миний хувьд үнэлж баршгүй хүн юм.,1,2025-03-23 09:55:33.611892+00,2025-03-23 09:55:33.611892+00,
2602435b-557f-44df-8fc1-0225dee71c3c,7c8c7280-bf94-4791-9b23-5f8305438541,二の次,にのつぎ,Хоёрдугаарт,仕事は二の次にして、まず治療に集中する。,"Ажлыг хоёрдугаарт тавьж, эхлээд эмчилгээнд анхаарна.",27,2025-03-23 11:51:19.35321+00,2025-03-23 11:51:19.35321+00,
2655dc6e-5ac5-422c-947b-afb059cdb62f,d67a43fd-ac8e-42a1-82f8-9f78e3bf5898,逃れる,のがれる,Зугтчих,最も怪しい男が取り調べを逃れたままだ。,Хамгийн сэжигтэй хүн мөрдлөгөөс зугтсан хэвээр байна.,9,2025-03-23 12:51:57.151027+00,2025-03-23 12:51:57.151027+00,
2697d3ae-8d8e-4294-b4ff-817c7df3fdbd,505333b1-7e8a-47e8-917a-787997ed085f,公開＜する＞,こうかい＜する＞,Нээлттэй болгох,話題のアニメが今週の土曜日に公開される。,Ярианы анимэ энэ долоо хоногийн Бямба гаригт нээлттэй болно.,1,2025-03-23 12:08:22.092275+00,2025-03-23 12:08:22.092275+00,
26b0bd58-43c3-4aac-b335-b631776bd45d,0502202f-9c7d-4968-8bce-838fc9e4fa7a,おちおち[〜ない],おちおち,Тайван [биш],タイトなスケジュールで、おちおちお茶も飲んでいられない。,Чанга хуваарьтай тул тайван цай ч ууж чадахгүй.,25,2025-03-23 12:14:13.878124+00,2025-03-23 12:14:13.878124+00,
26b24b42-0fcb-4d2c-8f69-c3d500ee02bd,e99412fb-9db1-4ce7-9b6a-d4f081427d85,声明＜する＞,せいめい＜する＞,Мэдэгдэх,政府から新しい方針に関する声明が出された。,Засгийн газраас шинэ бодлогын талаар мэдэгдэл гарсан.,4,2025-03-23 12:59:57.932248+00,2025-03-23 12:59:57.932248+00,
26ca4033-c6f9-4cc7-ae0e-228e16ab0092,39a88a52-dbd8-4d8a-a383-76050eb7f9e6,さする,さする,Илчих,痛いところをさすると、楽になる気がする。,Өвдөг газрыг илэхэд тухтай болдог мэт санагддаг.,23,2025-03-23 11:48:21.587158+00,2025-03-23 11:48:21.587158+00,
