id,simple_id,quiz_id,question,correct_answer,options,order_number,created_at,updated_at
46430fae-5694-44ca-8cd2-0d8d5cc88742,QQ002,675a0d1a-bd01-40e3-a952-1b4a4ecbe6fd,用品 үгийн зөв уншлагыг сонгоно уу:,ようひん,"[""ようひん"",""はな"",""かた"",""みち""]",2,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
46f7402c-db25-47e9-ac39-3cb958e4c6e8,QQ005,42db9fb9-3fc8-4ffd-a16f-7e388161bc6b,紫外線 (しがいせん) гэдэг үгийн утгыг сонгоно уу:,Хэт ягаан туяа,"[""Хэт ягаан туяа"",""Буруу хариулт 2"",""Буруу хариулт 1"",""Буруу хариулт 3""]",5,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
48f9e880-a841-4c29-806b-7a9eeca14677,QQ010,ffb34e2e-66b4-4018-b241-b0ba13d8c750,みずみずしい үгийн зөв уншлагыг сонгоно уу:,みずみずしい,"[""みち"",""はな"",""かた"",""みずみずしい""]",10,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
49db1644-a191-429c-8138-0748a3a6ccd9,QQ004,e9c4eb36-9e51-4fbf-b390-adc341902d84,発作 үгийн зөв уншлагыг сонгоно уу:,ほっさ,"[""はな"",""かた"",""みち"",""ほっさ""]",4,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
4a075a3c-292f-4aa6-97e4-a438293bf1fc,QQ008,aa20f3c4-079b-40ba-b7a6-6bc2b05ab5d2,香辛料 үгийн зөв уншлагыг сонгоно уу:,こうしんりょう,"[""こうしんりょう"",""はな"",""かた"",""みち""]",8,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
4a3cd4ee-8a29-42d0-a732-01fe02d176fc,QQ004,5833f0cd-4f15-4de4-a2ed-184e462ce481,街並み (まちなみ) гэдэг үгийн утгыг сонгоно уу:,Гудамжны үзэмж,"[""Буруу хариулт 2"",""Буруу хариулт 3"",""Буруу хариулт 1"",""Гудамжны үзэмж""]",4,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
4b0102df-de2d-4cc6-b97a-e4ed14dd6759,QQ009,b4c40f03-98e8-4be1-9a28-8b5d26cdb7bb,一見 (いっけん) гэдэг үгийн утгыг сонгоно уу:,"Хальт харах, түр зуур харах","[""Буруу хариулт 3"",""Буруу хариулт 1"",""Хальт харах, түр зуур харах"",""Буруу хариулт 2""]",9,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
4b41d16b-b6e3-4bb6-9fe5-7e0e73230601,QQ007,d1a8f6d8-a5ee-460c-b0eb-109c37e8af4c,設計＜する＞ (せっけい＜する＞) гэдэг үгийн утгыг сонгоно уу:,"Төлөвлөх, зохион байгуулах","[""Буруу хариулт 3"",""Төлөвлөх, зохион байгуулах"",""Буруу хариулт 2"",""Буруу хариулт 1""]",7,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
4b4a8fa3-cbb6-4fba-9d2b-57654bf4d13e,QQ005,311c5af9-91bd-4ac1-9c9f-70355d25f963,お袋 (おふくろ) гэдэг үгийн утгыг сонгоно уу:,Ээж,"[""Ээж"",""Эгч"",""Дүү"",""Эмээ""]",5,2025-03-24 01:40:12.777748+00,2025-03-24 01:40:12.777748+00
4b94d27b-4d64-48c3-bcb3-6f429f9abf85,QQ010,3662b6a0-83cd-4d8a-87c5-71845409ff63,沿線 үгийн зөв уншлагыг сонгоно уу:,えんせん,"[""かた"",""はな"",""えんせん"",""みち""]",10,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
4c0fe2ae-1541-4deb-8810-d10ab6794c4a,QQ009,42db9fb9-3fc8-4ffd-a16f-7e388161bc6b,注意報 (ちゅういほう) гэдэг үгийн утгыг сонгоно уу:,Анхааруулга,"[""Буруу хариулт 1"",""Буруу хариулт 2"",""Буруу хариулт 3"",""Анхааруулга""]",9,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
4d26a5d0-e806-4905-87b6-955a1394f9cb,QQ003,93c94fab-0a01-4944-b3ae-4a8b2474bbe1,大らかな (おおらかな) гэдэг үгийн утгыг сонгоно уу:,Өгөөмөр,"[""Буруу хариулт 2"",""Буруу хариулт 1"",""Өгөөмөр"",""Буруу хариулт 3""]",3,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
4db0f886-3f84-4a03-8760-6352e107158a,QQ004,98c8b668-1855-4657-b50a-abe3b0cefda0,フォーマルな (ふぉーまるな) гэдэг үгийн утгыг сонгоно уу:,Албан ёсны,"[""Буруу хариулт 2"",""Буруу хариулт 1"",""Буруу хариулт 3"",""Албан ёсны""]",4,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
4e13c0a3-909e-4e97-a4df-3507e1eb2d84,QQ001,102ba681-5927-4562-8748-c1248cb8c596,家計 (かけい) гэдэг үгийн утгыг сонгоно уу:,Гэр бүлийн санхүү,"[""Буруу хариулт 1"",""Гэр бүлийн санхүү"",""Буруу хариулт 3"",""Буруу хариулт 2""]",1,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
4ecf3006-b369-4490-b127-1a9177c5c561,QQ007,359b66b1-4fc9-4c9b-a8b0-b5c52b75a507,限りない үгийн зөв уншлагыг сонгоно уу:,かぎりない,"[""はな"",""かた"",""かぎりない"",""みち""]",7,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
4f4f2155-4318-4057-ac6d-f78a4a8dbd31,QQ006,359b66b1-4fc9-4c9b-a8b0-b5c52b75a507,盛大な үгийн зөв уншлагыг сонгоно уу:,せいだいな,"[""みち"",""せいだいな"",""かた"",""はな""]",6,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
4f87968c-77b8-46ef-90d9-d523e95aff34,QQ008,5833f0cd-4f15-4de4-a2ed-184e462ce481,公用 (こうよう) гэдэг үгийн утгыг сонгоно уу:,Олон нийтийн хэрэглээ,"[""Буруу хариулт 2"",""Буруу хариулт 3"",""Буруу хариулт 1"",""Олон нийтийн хэрэглээ""]",8,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
5283995a-fbfe-4099-a3c4-9b4e54c19ae6,QQ006,93c94fab-0a01-4944-b3ae-4a8b2474bbe1,朗らかな (ほからかな) гэдэг үгийн утгыг сонгоно уу:,Гэрэлтэй,"[""Буруу хариулт 3"",""Буруу хариулт 2"",""Буруу хариулт 1"",""Гэрэлтэй""]",6,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
5324e73b-7083-4f7d-880d-9e416f523618,QQ003,76e24e67-5895-446e-b125-ae9aecf67155,紛争 үгийн зөв уншлагыг сонгоно уу:,ふんそう,"[""はな"",""みち"",""かた"",""ふんそう""]",3,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
53af330f-d566-4755-b8b2-61167e833ea5,QQ005,c962ec76-43d5-4414-9437-60bf295c12e9,頭が切れる үгийн зөв уншлагыг сонгоно уу:,あたまがきれる,"[""かた"",""みち"",""はな"",""あたまがきれる""]",5,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
53e2ab6c-b80b-4876-9220-7af76f5c8cad,QQ006,42db9fb9-3fc8-4ffd-a16f-7e388161bc6b,盛大な (せいだいな) гэдэг үгийн утгыг сонгоно уу:,Тансаг,"[""Буруу хариулт 1"",""Тансаг"",""Буруу хариулт 3"",""Буруу хариулт 2""]",6,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
565a6072-0ccb-40de-9b78-1ae7b98cb4ac,QQ008,6202e67c-92af-4d29-b994-a06e81a1aba4,はかどる үгийн зөв уншлагыг сонгоно уу:,はかどる,"[""みち"",""はな"",""かた"",""はかどる""]",8,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
58156c57-a1e7-45f6-a9dc-219306549634,QQ001,ffb34e2e-66b4-4018-b241-b0ba13d8c750,うっとうしい үгийн зөв уншлагыг сонгоно уу:,うっとうしい,"[""はな"",""みち"",""かた"",""うっとうしい""]",1,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
58b325d3-1fd5-4f09-aa00-0de746dff0b8,QQ010,359b66b1-4fc9-4c9b-a8b0-b5c52b75a507,暴風雨 үгийн зөв уншлагыг сонгоно уу:,ぼうふうう,"[""はな"",""かた"",""みち"",""ぼうふうう""]",10,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
58f5b2f4-2c35-4fcc-88e7-0c803b440570,QQ005,ffb34e2e-66b4-4018-b241-b0ba13d8c750,ポジティブな үгийн зөв уншлагыг сонгоно уу:,ぽじてぃぶな,"[""ぽじてぃぶな"",""みち"",""はな"",""かた""]",5,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
595e6cbb-ff37-47a8-a6ee-60ea97efe87f,QQ004,b4c40f03-98e8-4be1-9a28-8b5d26cdb7bb,異性 (いせい) гэдэг үгийн утгыг сонгоно уу:,Эсрэг хүйс,"[""Буруу хариулт 3"",""Буруу хариулт 2"",""Буруу хариулт 1"",""Эсрэг хүйс""]",4,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
596ad9f3-a743-42e4-94d1-77503a38d443,QQ009,80308881-fc72-435a-90e7-969997aca57a,〜周年 (～しゅうねん) гэдэг үгийн утгыг сонгоно уу:,Ойн тэмдэглэл,"[""Буруу хариулт 1"",""Ойн тэмдэглэл"",""Буруу хариулт 3"",""Буруу хариулт 2""]",9,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
5a0594e4-02fb-4bfe-b226-f08449fc06c8,QQ006,27618a6d-add1-4b6d-a3f7-ba87eb01256e,ベストセラー үгийн зөв уншлагыг сонгоно уу:,べすとせらー,"[""べすとせらー"",""はな"",""かた"",""みち""]",6,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
5a3020bc-9b41-4e7e-a98a-5a1d9c71d928,QQ003,e9c4eb36-9e51-4fbf-b390-adc341902d84,容姿 үгийн зөв уншлагыг сонгоно уу:,ようし,"[""ようし"",""かた"",""みち"",""はな""]",3,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
5aa5c894-bd09-4369-b99b-907a91e17a2a,QQ010,6202e67c-92af-4d29-b994-a06e81a1aba4,外資系企業 үгийн зөв уншлагыг сонгоно уу:,がいしけいきぎょう,"[""みち"",""がいしけいきぎょう"",""かた"",""はな""]",10,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
5bd08bcc-f4f0-40fc-bfd2-ac758b7b3eb5,QQ002,c962ec76-43d5-4414-9437-60bf295c12e9,顔から火が出る үгийн зөв уншлагыг сонгоно уу:,かおからひがでる,"[""はな"",""かおからひがでる"",""かた"",""みち""]",2,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
5c9791b1-8188-47e9-a039-5239f8bede6d,QQ003,b4c40f03-98e8-4be1-9a28-8b5d26cdb7bb,異性 (いせい) гэдэг үгийн утгыг сонгоно уу:,Эсрэг хүйс,"[""Буруу хариулт 1"",""Буруу хариулт 2"",""Эсрэг хүйс"",""Буруу хариулт 3""]",3,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
5f625a72-4867-4eeb-9c01-5d73471b3b68,QQ004,96eba5b0-5839-41b5-a635-c5f15e5678af,異性 үгийн зөв уншлагыг сонгоно уу:,いせい,"[""かた"",""はな"",""みち"",""いせい""]",4,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
6045714e-755a-4912-8183-e23fb930339d,QQ007,3662b6a0-83cd-4d8a-87c5-71845409ff63,住人 үгийн зөв уншлагыг сонгоно уу:,じゅうにん,"[""じゅうにん"",""みち"",""かた"",""はな""]",7,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
60a3a8a0-4a78-485d-945e-336793befb5c,QQ002,3ef10029-79d1-4a70-aa63-5db51093d756,志す үгийн зөв уншлагыг сонгоно уу:,こころざす,"[""かた"",""こころざす"",""はな"",""みち""]",2,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
60de1500-90d3-490d-8632-cb6a003977e1,QQ007,e9c4eb36-9e51-4fbf-b390-adc341902d84,気管支炎 үгийн зөв уншлагыг сонгоно уу:,きかんしえん,"[""かた"",""きかんしえん"",""はな"",""みち""]",7,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
61e16803-e2ee-4c39-a9d3-e06ca6c2c815,QQ010,3c24c999-d031-4872-a2a7-37d46f7574b6,げらげら (げらげら) гэдэг үгийн утгыг сонгоно уу:,Ха Ха,"[""Ха Ха"",""Буруу хариулт 2"",""Буруу хариулт 1"",""Буруу хариулт 3""]",10,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
627bb41f-08dd-42c4-8243-f96afccf8ba1,QQ008,23ebd392-a7da-4a8e-a264-65313e45190a,ばてる (ばてる) гэдэг үгийн утгыг сонгоно уу:,Талчих,"[""Буруу хариулт 1"",""Буруу хариулт 3"",""Талчих"",""Буруу хариулт 2""]",8,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
62da194b-4ab7-4c45-bb7c-b26a4d683ee9,QQ003,311c5af9-91bd-4ac1-9c9f-70355d25f963,配偶者 (はいぐうしゃ) гэдэг үгийн утгыг сонгоно уу:,"Хос, эхнэр/нөхөр","[""Хос, эхнэр/нөхөр"",""Ах дүү"",""Эцэг эх"",""Үр хүүхэд""]",3,2025-03-24 01:40:12.777748+00,2025-03-24 01:40:12.777748+00
6338f807-37f8-449f-a28b-ee99a0a77d3e,QQ006,23ebd392-a7da-4a8e-a264-65313e45190a,全身 (ぜんしん) гэдэг үгийн утгыг сонгоно уу:,Бүх бие,"[""Буруу хариулт 1"",""Буруу хариулт 2"",""Бүх бие"",""Буруу хариулт 3""]",6,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
64623d39-bfef-4307-9f17-c3f187d57cac,QQ009,c962ec76-43d5-4414-9437-60bf295c12e9,寝かす үгийн зөв уншлагыг сонгоно уу:,ねかす,"[""みち"",""ねかす"",""かた"",""はな""]",9,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
64c8b087-4a54-4a98-90f1-71583809445e,QQ004,42db9fb9-3fc8-4ffd-a16f-7e388161bc6b,豪雨 (ごうう) гэдэг үгийн утгыг сонгоно уу:,Хүчтэй бороо,"[""Хүчтэй бороо"",""Буруу хариулт 1"",""Буруу хариулт 2"",""Буруу хариулт 3""]",4,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
6593ae98-2a09-4d1a-9834-756c5ef0470a,QQ009,6202e67c-92af-4d29-b994-a06e81a1aba4,わきまえる үгийн зөв уншлагыг сонгоно уу:,わきмаえる,"[""わきмаえる"",""みち"",""はな"",""かた""]",9,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
663b727f-0258-439e-845c-2cdeb33a36f4,QQ002,3662b6a0-83cd-4d8a-87c5-71845409ff63,産出＜する＞ үгийн зөв уншлагыг сонгоно уу:,さんしゅつ＜する＞,"[""さんしゅつ＜する＞"",""かた"",""はな"",""みち""]",2,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
682cc272-52d4-4d5a-9873-31bcd082a483,QQ007,c962ec76-43d5-4414-9437-60bf295c12e9,頭が上がらない үгийн зөв уншлагыг сонгоно уу:,あたまがあがらない,"[""みち"",""はな"",""かた"",""あたまがあがらない""]",7,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
6a412bdd-dc2f-4b53-afa0-ee078ef833f3,QQ002,3c24c999-d031-4872-a2a7-37d46f7574b6,用品 (ようひん) гэдэг үгийн утгыг сонгоно уу:,Хэрэглээний зүйл,"[""Буруу хариулт 2"",""Буруу хариулт 1"",""Буруу хариулт 3"",""Хэрэглээний зүйл""]",2,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
6a4f4f62-43ed-4413-8976-e6e77dad3ace,QQ004,aa20f3c4-079b-40ba-b7a6-6bc2b05ab5d2,物件 үгийн зөв уншлагыг сонгоно уу:,ぶっけん,"[""はな"",""みち"",""かた"",""ぶっけん""]",4,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
6a71aa32-9adc-4e7a-b8f9-f5e724862b89,QQ003,675a0d1a-bd01-40e3-a952-1b4a4ecbe6fd,ふらりと үгийн зөв уншлагыг сонгоно уу:,ふらりと,"[""かた"",""みち"",""ふらりと"",""はな""]",3,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
6b8fac90-e57b-4418-9fe8-6607c6b67912,QQ008,76e24e67-5895-446e-b125-ae9aecf67155,身振り手振り үгийн зөв уншлагыг сонгоно уу:,みぶりてぶり,"[""みち"",""かた"",""みぶりてぶり"",""はな""]",8,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
6cbd530a-4352-4022-b5e7-8e408d6a94ef,QQ005,5833f0cd-4f15-4de4-a2ed-184e462ce481,郷土 (きょうど) гэдэг үгийн утгыг сонгоно уу:,Төрөлх нутаг,"[""Буруу хариулт 1"",""Төрөлх нутаг"",""Буруу хариулт 2"",""Буруу хариулт 3""]",5,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
6dba179b-0616-4d20-9745-9a494911feec,QQ009,3ef10029-79d1-4a70-aa63-5db51093d756,〜周年 үгийн зөв уншлагыг сонгоно уу:,～しゅうねん,"[""みち"",""かた"",""はな"",""～しゅうねん""]",9,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
6f534179-be54-4325-94b6-06a6ffbdd740,QQ001,98c8b668-1855-4657-b50a-abe3b0cefda0,書籍 (しょせき) гэдэг үгийн утгыг сонгоно уу:,Ном,"[""Ном"",""Буруу хариулт 3"",""Буруу хариулт 2"",""Буруу хариулт 1""]",1,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
6fa9f034-702f-4d74-abc0-a97fdd99c20f,QQ003,8961678e-47b3-431c-92b1-dcf7d98f0586,財政 (ざいせい) гэдэг үгийн утгыг сонгоно уу:,Санхүү,"[""Буруу хариулт 1"",""Буруу хариулт 3"",""Санхүү"",""Буруу хариулт 2""]",3,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
71552721-ab50-4d00-93bc-84941e0b8609,QQ001,b4c40f03-98e8-4be1-9a28-8b5d26cdb7bb,身内 (みうち) гэдэг үгийн утгыг сонгоно уу:,Хамаатан садан,"[""Буруу хариулт 2"",""Хамаатан садан"",""Буруу хариулт 3"",""Буруу хариулт 1""]",1,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
715eafaa-93aa-42c8-a513-50c7574aaa17,QQ001,311c5af9-91bd-4ac1-9c9f-70355d25f963,身内 (みうち) гэдэг үгийн утгыг сонгоно уу:,"Гэр бүл, хамаатан","[""Гэр бүл, хамаатан"",""Найз нөхөд"",""Танил хүмүүс"",""Хөрш""]",1,2025-03-24 01:40:12.777748+00,2025-03-24 01:40:12.777748+00
717a3922-aa16-412b-a4fe-ef9bb27dd605,QQ002,a34b22ea-597b-46ef-9e50-e60d161a063b,脅す үгийн зөв уншлагыг сонгоно уу:,おどす,"[""かた"",""はな"",""おどす"",""みち""]",2,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
7387ca58-3c26-4bbb-a37c-0aaebcd35739,QQ005,3662b6a0-83cd-4d8a-87c5-71845409ff63,郷土 үгийн зөв уншлагыг сонгоно уу:,きょうど,"[""かた"",""みち"",""はな"",""きょうど""]",5,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
73dae7a9-6657-4036-a33a-e77d9dce3b1c,QQ010,e9c4eb36-9e51-4fbf-b390-adc341902d84,がっしり[と]＜する＞ үгийн зөв уншлагыг сонгоно уу:,がっしり,"[""はな"",""かた"",""がっしり"",""みち""]",10,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
74fe2f2d-8f33-4416-9f74-1dab9b226459,QQ002,359b66b1-4fc9-4c9b-a8b0-b5c52b75a507,余暇 үгийн зөв уншлагыг сонгоно уу:,よか,"[""かた"",""よか"",""はな"",""みち""]",2,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
74fe950f-c8ca-4a53-aab1-24a7c1426a7e,QQ008,7e67ec97-0a33-44de-bfbd-76e4de4e1cc3,顔を立てる (かおをたてる) гэдэг үгийн утгыг сонгоно уу:,Нэр төр хадгалах,"[""Буруу хариулт 3"",""Буруу хариулт 1"",""Нэр төр хадгалах"",""Буруу хариулт 2""]",8,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
75811ae5-3977-4b73-98b0-e9637d2d429a,QQ009,98c8b668-1855-4657-b50a-abe3b0cefda0,ラフな (らふな) гэдэг үгийн утгыг сонгоно уу:,Эгэл,"[""Буруу хариулт 2"",""Буруу хариулт 1"",""Эгэл"",""Буруу хариулт 3""]",9,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
75e0627d-edd8-41a7-9de7-e71267f72145,QQ006,675a0d1a-bd01-40e3-a952-1b4a4ecbe6fd,洋品 үгийн зөв уншлагыг сонгоно уу:,ようひん,"[""みち"",""かた"",""ようひん"",""はな""]",6,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
7b8c176a-d82c-4439-935f-2cad4e26f3c9,QQ003,7e67ec97-0a33-44de-bfbd-76e4de4e1cc3,起こす (おこす) гэдэг үгийн утгыг сонгоно уу:,①Сэрээх ②Бий болгох ③Эхлэх ④Хөдөлгөх,"[""Буруу хариулт 1"",""Буруу хариулт 2"",""①Сэрээх ②Бий болгох ③Эхлэх ④Хөдөлгөх"",""Буруу хариулт 3""]",3,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
7bb9470c-6a99-4d70-ac9d-1dca00e195a2,QQ007,80308881-fc72-435a-90e7-969997aca57a,口頭 (こうとう) гэдэг үгийн утгыг сонгоно уу:,Амаар,"[""Буруу хариулт 3"",""Амаар"",""Буруу хариулт 2"",""Буруу хариулт 1""]",7,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
7c174d23-e5d6-4320-ab14-e0e01eb07fb5,QQ003,27618a6d-add1-4b6d-a3f7-ba87eb01256e,挑む үгийн зөв уншлагыг сонгоно уу:,いどむ,"[""みち"",""かた"",""はな"",""いどむ""]",3,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
7c34b397-59b9-4340-930f-31964e1bc65b,QQ006,3ef10029-79d1-4a70-aa63-5db51093d756,満たす үгийн зөв уншлагыг сонгоно уу:,みたす,"[""みたす"",""かた"",""はな"",""みち""]",6,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
7c48eb01-e43c-4d40-95d6-14796018dfac,QQ008,3c24c999-d031-4872-a2a7-37d46f7574b6,製作＜する＞ (せいさく＜する＞) гэдэг үгийн утгыг сонгоно уу:,Үйлдвэрлэх,"[""Буруу хариулт 3"",""Буруу хариулт 1"",""Үйлдвэрлэх"",""Буруу хариулт 2""]",8,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
7c6a76fd-2663-4a81-a0fa-8fe6f5feb847,QQ002,c7bbaf55-6398-42a2-b5d8-4c15d95767ae,見所 (みどころ) гэдэг үгийн утгыг сонгоно уу:,Үзэсгэлэнтэй газар,"[""Буруу хариулт 3"",""Буруу хариулт 1"",""Буруу хариулт 2"",""Үзэсгэлэнтэй газар""]",2,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
7d2bfb87-21e0-4b2f-bdbd-ef945995d1fa,QQ007,102ba681-5927-4562-8748-c1248cb8c596,めくる (めくる) гэдэг үгийн утгыг сонгоно уу:,"Хуулах, эргүүлэх","[""Буруу хариулт 3"",""Хуулах, эргүүлэх"",""Буруу хариулт 2"",""Буруу хариулт 1""]",7,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
7f1fe92b-e19a-4f8d-91ab-6ab87ac6d7ee,QQ003,80308881-fc72-435a-90e7-969997aca57a,機種 (きしゅ) гэдэг үгийн утгыг сонгоно уу:,Загвар,"[""Загвар"",""Буруу хариулт 2"",""Буруу хариулт 3"",""Буруу хариулт 1""]",3,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
7f806b64-64e1-4e96-8ff2-584fab22bb62,QQ008,80308881-fc72-435a-90e7-969997aca57a,おろそかな (おろそかな) гэдэг үгийн утгыг сонгоно уу:,Хайхрамжгүй,"[""Буруу хариулт 1"",""Буруу хариулт 3"",""Хайхрамжгүй"",""Буруу хариулт 2""]",8,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
7ff0b2c7-db13-4d78-b5c8-06c0d2c89ca1,QQ010,8961678e-47b3-431c-92b1-dcf7d98f0586,金融 (きんゆう) гэдэг үгийн утгыг сонгоно уу:,Мөнгөний,"[""Буруу хариулт 2"",""Мөнгөний"",""Буруу хариулт 1"",""Буруу хариулт 3""]",10,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
8087cc80-3887-4d8c-8027-4dbb869eeeb0,QQ007,311c5af9-91bd-4ac1-9c9f-70355d25f963,寄越す (よこす) гэдэг үгийн утгыг сонгоно уу:,"Илгээх, явуулах","[""Илгээх, явуулах"",""Авах, хүлээн авах"",""Уншиж үзэх"",""Бичих""]",7,2025-03-24 01:40:12.777748+00,2025-03-24 01:40:12.777748+00
809cb2c1-cdfc-4975-87d0-7cc6739c39c6,QQ009,7e67ec97-0a33-44de-bfbd-76e4de4e1cc3,寝かす (ねかす) гэдэг үгийн утгыг сонгоно уу:,①Унтуулах ②Тавих ③Хойшлуулах,"[""Буруу хариулт 3"",""Буруу хариулт 2"",""①Унтуулах ②Тавих ③Хойшлуулах"",""Буруу хариулт 1""]",9,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
81a65718-a755-4f56-844b-0d7997bb2bb2,QQ005,d1a8f6d8-a5ee-460c-b0eb-109c37e8af4c,くつろぐ (くつろぐ) гэдэг үгийн утгыг сонгоно уу:,"Амрах, тайвшрах","[""Буруу хариулт 3"",""Буруу хариулт 1"",""Амрах, тайвшрах"",""Буруу хариулт 2""]",5,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
83aa1b4a-d20c-4ddb-aeff-847644f0b2a4,QQ002,b4c40f03-98e8-4be1-9a28-8b5d26cdb7bb,対人関係 (たいじんかんけい) гэдэг үгийн утгыг сонгоно уу:,Хүмүүстэй харилцах харилцаа,"[""Буруу хариулт 3"",""Хүмүүстэй харилцах харилцаа"",""Буруу хариулт 1"",""Буруу хариулт 2""]",2,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
844cb01c-c563-4832-a795-579a93db050a,QQ004,ffb34e2e-66b4-4018-b241-b0ba13d8c750,ネガティブな үгийн зөв уншлагыг сонгоно уу:,ねがてぃぶна,"[""はな"",""かた"",""ねがてぃぶна"",""みち""]",4,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
8604afce-5c03-4ad4-b6fe-ab387c252bc9,QQ007,b4c40f03-98e8-4be1-9a28-8b5d26cdb7bb,恋する (こいする) гэдэг үгийн утгыг сонгоно уу:,Дурлах,"[""Буруу хариулт 2"",""Дурлах"",""Буруу хариулт 1"",""Буруу хариулт 3""]",7,2025-03-24 02:24:14.924815+00,2025-03-24 02:24:14.924815+00
